,location,total_sqft,bath,price,bhk
3353,Hebbal,3895.0,4.0,405.0,4
3354,Hebbal,2483.0,5.0,230.0,4
3355,Hebbal,2600.0,3.0,195.0,3
3356,Hebbal,1645.0,3.0,117.0,3
3357,Hebbal,1251.0,2.0,88.73,2
3358,Hebbal,1645.0,3.0,121.0,3
3359,Hebbal,1760.0,3.0,123.0,3
3361,Hebbal,3960.0,5.0,386.0,4
3362,Hebbal,1645.0,3.0,120.0,3
3363,Hebbal,1255.0,2.0,90.0,3
3364,Hebbal,1645.0,3.0,117.0,3
3365,Hebbal,1255.0,3.0,77.68,3
3367,Hebbal,4640.0,4.0,600.0,4
3368,Hebbal,1636.0,3.0,119.0,3
3369,Hebbal,3520.0,3.0,430.0,3
3370,Hebbal,2661.0,2.0,226.5,3
3371,Hebbal,1255.0,2.0,95.0,3
3375,Hebbal,1255.0,2.0,95.0,3
3376,Hebbal,1088.0,2.0,61.45,2
3377,Hebbal,1349.0,2.0,97.8,2
3378,Hebbal,1255.0,3.0,77.68,3
3379,Hebbal,1344.0,2.0,108.0,2
3380,Hebbal,3895.0,2.0,451.0,4
3381,Hebbal,1255.0,2.0,90.0,3
3382,Hebbal,1255.0,3.0,77.68,3
3383,Hebbal,1138.0,2.0,110.0,2
3385,Hebbal,1250.0,2.0,55.55,2
3386,Hebbal,1200.0,2.0,49.0,2
3387,Hebbal,1088.0,2.0,62.0,2
3388,Hebbal,1987.0,4.0,165.0,3
3390,Hebbal,1299.0,2.0,100.0,2
3391,Hebbal,1200.0,2.0,60.0,2
3392,Hebbal,1645.0,3.0,117.0,3
3393,Hebbal,2850.0,5.0,343.0,3
3394,Hebbal,1390.0,2.0,95.0,2
3395,Hebbal,6000.0,8.0,220.0,8
3396,Hebbal,1333.0,2.0,100.0,2
3397,Hebbal,1204.0,2.0,45.0,2
3398,Hebbal,1355.0,3.0,83.87,3
3399,Hebbal,2650.0,4.0,199.0,3
3400,Hebbal,3450.0,5.0,348.0,3
3401,Hebbal,1244.0,3.0,48.0,2
3402,Hebbal,1800.0,3.0,140.0,3
3404,Hebbal,2470.0,4.0,203.0,4
3405,Hebbal,1200.0,2.0,52.0,2
3406,Hebbal,3900.0,4.0,410.0,4
3407,Hebbal,1255.0,2.0,95.0,3
3408,Hebbal,1333.0,2.0,104.0,2
3409,Hebbal,1645.0,3.0,117.0,3
3410,Hebbal,2600.0,3.0,199.0,3
3411,Hebbal,1345.0,2.0,97.0,2
3413,Hebbal,1200.0,2.0,52.0,2
3414,Hebbal,985.0,2.0,62.0,2
3415,Hebbal,1320.0,2.0,91.0,2
3416,Hebbal,2388.0,3.0,195.0,3
3417,Hebbal,1040.0,2.0,55.0,2
3419,Hebbal,1150.0,2.0,55.0,2
3420,Hebbal,2600.0,3.0,195.0,3
3421,Hebbal,1075.0,2.0,52.0,2
3422,Hebbal,1100.0,2.0,42.0,2
3423,Hebbal,1200.0,2.0,48.0,2
3424,Hebbal,1100.0,2.0,38.0,2
3427,Hebbal,3895.0,3.0,390.0,3
3428,Hebbal,1645.0,3.0,113.0,3
3429,Hebbal,1175.0,2.0,54.05,2
3430,Hebbal,1355.0,3.0,83.87,3
3431,Hebbal,1420.0,2.0,99.39,2
3432,Hebbal,1590.0,3.0,96.0,3
3433,Hebbal,3520.0,5.0,320.0,3
3434,Hebbal,1072.0,2.0,45.0,2
3435,Hebbal,1162.0,2.0,69.0,2
3436,Hebbal,1100.0,2.0,60.0,2
3437,Hebbal,4235.0,5.0,364.0,4
3438,Hebbal,1299.0,2.0,97.0,2
3439,Hebbal,3758.0,4.0,450.0,4
3440,Hebbal,1255.0,3.0,77.68,3
3441,Hebbal,2470.0,5.0,192.0,4
3442,Hebbal,4600.0,6.0,650.0,4
3443,Hebbal,1645.0,3.0,117.0,3
3444,Hebbal,1920.0,3.0,134.0,3
3445,Hebbal,4450.0,6.0,449.0,4
3446,Hebbal,3520.0,5.0,240.0,3
3447,Hebbal,1920.0,3.0,150.0,3
3448,Hebbal,2375.0,4.0,189.0,4
3449,Hebbal,1420.0,2.0,99.26,2
3450,Hebbal,1252.0,2.0,92.0,2
3452,Hebbal,1162.0,2.0,59.0,2
3453,Hebbal,1294.0,2.0,115.0,2
3454,Hebbal,4225.0,6.0,359.0,4
3455,Hebbal,1150.0,2.0,57.0,2
3456,Hebbal,1740.0,2.0,137.0,3
3458,Hebbal,3895.0,3.0,390.0,3
3459,Hebbal,1662.0,3.0,155.0,3
3460,Hebbal,2250.0,3.0,219.0,3
3461,Hebbal,4000.0,6.0,440.0,4
3462,Hebbal,1349.0,2.0,98.0,2
3463,Hebbal,4000.0,6.0,370.0,4
3464,Hebbal,1349.0,2.0,96.8,2
3465,Hebbal Kempapura,1700.0,3.0,155.0,3
3466,Hebbal Kempapura,1130.0,2.0,60.0,2
3467,Hebbal Kempapura,1800.0,3.0,175.0,3
3468,Hebbal Kempapura,2900.0,4.0,300.0,3
3469,Hebbal Kempapura,3522.0,3.0,380.0,3
3471,Hebbal Kempapura,1200.0,4.0,215.0,4
3472,Hebbal Kempapura,1200.0,2.0,125.0,2
3473,Hebbal Kempapura,2900.0,4.0,240.0,3
3474,Hebbal Kempapura,1150.0,2.0,40.0,2
3476,Hebbal Kempapura,1300.0,2.0,102.0,2
3477,Hebbal Kempapura,1466.0,2.0,140.0,3
3479,Hebbal Kempapura,3895.0,4.0,495.0,4
3480,Hebbal Kempapura,2302.0,4.0,300.0,4
3481,Hebbal Kempapura,1130.0,2.0,60.0,2
3483,Hebbal Kempapura,1725.0,2.0,165.0,3
3484,Hebbal Kempapura,1200.0,3.0,125.0,3
3485,Hebbal Kempapura,3408.0,3.0,260.0,3
3486,Hebbal Kempapura,1485.0,3.0,132.0,2
3487,Hebbal Kempapura,1400.0,2.0,108.0,2
3488,Hebbal Kempapura,1800.0,3.0,150.0,3
3492,Hebbal Kempapura,1785.0,3.0,165.0,3
3493,Hebbal Kempapura,3729.0,4.0,384.0,4
3494,Hebbal Kempapura,1200.0,3.0,148.0,4
3495,Hebbal Kempapura,1600.0,3.0,170.0,3
3496,Hebbal Kempapura,1730.0,3.0,175.0,3
3498,Hegde Nagar,1569.0,3.0,101.0,3
3499,Hegde Nagar,3000.0,7.0,210.0,6
3500,Hegde Nagar,2026.0,3.0,132.0,3
3501,Hegde Nagar,1801.0,3.0,115.0,3
3502,Hegde Nagar,1050.0,1.0,56.0,2
3503,Hegde Nagar,1341.0,2.0,97.0,2
3504,Hegde Nagar,2112.95,4.0,145.0,3
3506,Hegde Nagar,1703.0,3.0,113.0,3
3507,Hegde Nagar,1570.0,3.0,105.0,3
3508,Hegde Nagar,1801.0,3.0,140.0,3
3509,Hegde Nagar,1584.01,3.0,103.0,3
3510,Hegde Nagar,1965.0,4.0,125.0,3
3511,Hegde Nagar,2006.0,4.0,196.0,3
3512,Hegde Nagar,1200.0,2.0,75.0,2
3513,Hegde Nagar,3216.0,5.0,300.0,4
3514,Hegde Nagar,2006.8,4.0,196.0,3
3515,Hegde Nagar,1847.0,3.0,135.0,3
3516,Hegde Nagar,2162.0,3.0,200.0,3
3517,Hegde Nagar,1179.0,2.0,49.35,2
3519,Hegde Nagar,1965.0,4.0,132.0,3
3520,Hegde Nagar,1703.0,3.0,125.0,3
3521,Hegde Nagar,1847.0,3.0,125.0,3
3522,Hegde Nagar,2144.6,4.0,145.0,3
3523,Hegde Nagar,3750.0,6.0,375.0,4
3525,Hegde Nagar,1718.0,3.0,119.0,3
3526,Hegde Nagar,1847.0,3.0,123.0,3
3527,Hegde Nagar,1340.0,2.0,72.0,2
3529,Hegde Nagar,1703.0,3.0,130.0,3
3530,Hegde Nagar,2087.01,4.0,135.0,3
3531,Hegde Nagar,1718.0,3.0,130.0,3
3532,Hegde Nagar,1884.0,4.0,118.0,3
3533,Hegde Nagar,1930.0,4.0,122.0,3
3535,Hegde Nagar,1584.01,3.0,104.0,3
3536,Hegde Nagar,1500.0,3.0,135.0,3
3539,Hegde Nagar,3500.0,5.0,450.0,4
3540,Hegde Nagar,2162.03,4.0,129.0,3
3541,Hegde Nagar,2087.01,4.0,160.0,3
3542,Hegde Nagar,3734.0,5.0,430.0,4
3544,Hegde Nagar,1000.0,2.0,66.0,2
3545,Hegde Nagar,1348.0,2.0,80.5,3
3546,Hennur,1075.0,2.0,52.0,2
3547,Hennur,1255.0,2.0,52.32,2
3548,Hennur,2264.0,2.0,155.0,3
3549,Hennur,1225.0,2.0,57.0,2
3550,Hennur,1255.0,2.0,57.5,2
3551,Hennur,1259.0,2.0,57.0,2
3552,Hennur,1255.0,2.0,53.5,2
3553,Hennur,1285.0,2.0,60.0,2
3554,Hennur,1285.0,2.0,60.0,2
3555,Hennur,1100.0,2.0,60.0,2
3556,Hennur,1231.0,2.0,48.0,2
3557,Hennur,1255.0,2.0,58.0,2
3558,Hennur,1040.0,2.0,42.12,2
3559,Hennur,1255.0,2.0,54.5,2
3560,Hennur,1041.0,2.0,40.6,2
3562,Hennur,1255.0,2.0,55.5,2
3564,Hennur,1231.0,2.0,50.0,2
3565,Hennur,2500.0,5.0,125.0,5
3566,Hennur,1160.0,2.0,49.0,2
3567,Hennur,2400.0,3.0,135.0,3
3568,Hennur,1255.0,2.0,53.5,2
3569,Hennur,1255.0,2.0,55.5,2
3570,Hennur,1100.0,2.0,44.55,2
3571,Hennur,1255.0,2.0,57.5,2
3572,Hennur,960.0,2.0,48.0,2
3573,Hennur,1020.0,2.0,48.0,2
3574,Hennur,2502.0,4.0,170.0,4
3575,Hennur,1640.0,3.0,120.0,3
3576,Hennur,1255.0,2.0,52.32,2
3577,Hennur,2557.0,2.0,170.0,4
3578,Hennur,1295.0,2.0,64.0,2
3579,Hennur,1935.0,3.0,102.0,3
3581,Hennur,1345.0,2.0,69.0,3
3582,Hennur,1255.0,2.0,58.0,2
3583,Hennur,1420.0,2.0,62.0,2
3584,Hennur,1155.0,2.0,54.5,2
3585,Hennur,1255.0,2.0,52.32,2
3586,Hennur,1255.0,2.0,52.35,2
3589,Hennur,1255.0,2.0,54.5,2
3590,Hennur,1150.0,3.0,80.0,3
3591,Hennur,1830.0,2.0,113.0,3
3592,Hennur,1830.5,3.0,84.205,3
3593,Hennur,1255.0,2.0,55.5,2
3594,Hennur,1482.0,3.0,110.0,3
3595,Hennur,1255.0,2.0,53.57,2
3596,Hennur,1830.0,3.0,121.0,3
3597,Hennur,1255.0,2.0,56.5,2
3598,Hennur,1050.0,2.0,42.73,2
3599,Hennur,1295.0,2.0,62.0,2
3600,Hennur Road,2089.0,3.0,140.0,3
3601,Hennur Road,3203.5,2.0,224.5,4
3602,Hennur Road,5000.0,8.0,250.0,8
3604,Hennur Road,1385.0,2.0,83.09,2
3605,Hennur Road,1317.5,2.0,63.77,2
3607,Hennur Road,2264.0,3.0,159.0,3
3608,Hennur Road,1157.0,2.0,84.0,2
3609,Hennur Road,1904.0,3.0,120.0,3
3610,Hennur Road,1891.0,3.0,109.0,3
3611,Hennur Road,1561.0,3.0,95.0,3
3613,Hennur Road,2060.0,3.0,149.0,3
3614,Hennur Road,1482.0,2.0,92.0,3
3615,Hennur Road,1232.0,2.0,89.0,2
3616,Hennur Road,1065.0,2.0,42.6,2
3617,Hennur Road,1482.0,2.0,83.73,3
3618,Hennur Road,1482.0,2.0,87.0,3
3619,Hennur Road,3450.0,4.0,294.0,4
3620,Hennur Road,1891.0,3.0,139.0,3
3621,Hennur Road,1703.0,3.0,101.0,3
3622,Hennur Road,1232.0,2.0,69.61,2
3623,Hennur Road,987.0,2.0,49.0,2
3624,Hennur Road,1804.0,3.0,102.0,3
3625,Hennur Road,2160.0,3.0,160.0,3
3627,Hennur Road,1680.0,3.0,99.27,3
3628,Hennur Road,1065.0,2.0,42.6,2
3629,Hennur Road,1350.0,2.0,49.0,2
3630,Hennur Road,1385.0,2.0,83.09,2
3632,Hennur Road,5600.0,5.0,515.0,5
3633,Hennur Road,2350.0,3.0,174.0,3
3634,Hennur Road,1586.0,3.0,93.94,3
3635,Hennur Road,1975.0,3.0,123.0,3
3636,Hennur Road,1664.0,2.0,93.865,3
3637,Hennur Road,1290.0,2.0,94.5,3
3638,Hennur Road,901.0,2.0,49.5,2
3639,Hennur Road,1445.0,3.0,86.56,3
3640,Hennur Road,1482.0,2.0,97.0,3
3641,Hennur Road,2651.0,2.0,225.0,3
3642,Hennur Road,1182.0,2.0,82.5,2
3644,Hennur Road,1036.0,2.0,59.46,2
3645,Hennur Road,1891.0,3.0,109.0,3
3646,Hennur Road,1232.0,2.0,69.61,2
3648,Hennur Road,1804.0,3.0,102.0,3
3649,Hennur Road,1081.0,2.0,30.27,2
3650,Hennur Road,2320.0,3.0,170.0,3
3651,Hennur Road,1936.0,3.0,118.0,3
3652,Hennur Road,1480.0,2.0,65.0,2
3653,Hennur Road,1590.0,3.0,96.5,3
3654,Hennur Road,1445.0,2.0,105.0,3
3655,Hennur Road,1036.0,2.0,59.45,2
3657,Hennur Road,1832.0,3.0,125.0,3
3658,Hennur Road,1359.0,2.0,104.0,2
3659,Hennur Road,1341.0,2.0,75.76,2
3660,Hennur Road,1040.0,2.0,50.0,2
3661,Hennur Road,1685.0,3.0,95.0,3
3662,Hennur Road,1414.0,2.0,84.18,2
3663,Hennur Road,1949.0,3.0,133.0,3
3664,Hennur Road,1232.0,2.0,89.0,2
3665,Hennur Road,1250.0,2.0,77.88,3
3666,Hennur Road,2502.0,4.0,180.0,4
3667,Hennur Road,1831.0,3.0,110.0,3
3668,Hennur Road,1232.0,2.0,87.0,2
3669,Hennur Road,1232.0,2.0,74.0,2
3670,Hennur Road,1232.0,2.0,66.0,2
3671,Hennur Road,1341.0,2.0,95.0,2
3672,Hennur Road,2700.0,3.0,150.0,3
3673,Hennur Road,1232.0,2.0,88.0,2
3674,Hennur Road,2365.0,4.0,175.0,3
3675,Hennur Road,1310.0,2.0,66.0,2
3677,Hennur Road,1015.0,2.0,50.0,2
3679,Hennur Road,2264.0,3.0,168.0,3
3680,Hennur Road,1500.0,5.0,175.0,5
3681,Hennur Road,2002.0,3.0,120.0,3
3682,Hennur Road,1232.0,2.0,69.6,2
3683,Hennur Road,1195.0,2.0,73.0,2
3684,Hennur Road,1020.0,2.0,47.0,2
3685,Hennur Road,5100.0,6.0,375.0,5
3686,Hennur Road,1061.0,2.0,54.92,2
3688,Hennur Road,1020.0,2.0,45.0,2
3689,Hennur Road,2041.0,3.0,128.0,3
3690,Hennur Road,1232.0,2.0,87.0,2
3691,Hennur Road,1066.0,2.0,52.23,2
3692,Hennur Road,973.0,2.0,56.0,2
3693,Hennur Road,1255.0,2.0,84.0,2
3694,Hennur Road,1232.0,2.0,83.0,2
3695,Hennur Road,1832.0,3.0,116.0,3
3696,Hennur Road,2050.0,3.0,120.0,3
3697,Hennur Road,1445.0,2.0,86.69,3
3698,Hennur Road,1297.0,2.0,49.9,2
3699,Hennur Road,1153.0,2.0,43.0,2
3700,Hennur Road,1445.0,2.0,83.0,3
3701,Hennur Road,1679.0,3.0,94.86,3
3703,Hennur Road,1654.0,3.0,97.8,3
3704,Hennur Road,1305.0,2.0,110.0,3
3705,Hennur Road,1480.0,3.0,100.0,3
3706,Hennur Road,1450.0,3.0,88.6,3
3707,Hennur Road,1155.0,2.0,69.18,2
3708,Hennur Road,1053.0,2.0,53.0,2
3709,Hennur Road,1195.0,2.0,59.0,2
3711,Hennur Road,1904.0,3.0,129.0,3
3712,Hennur Road,1981.0,3.0,134.0,3
3713,Hennur Road,1155.0,2.0,69.18,2
3715,Hennur Road,1590.0,3.0,105.0,3
3716,Hennur Road,1200.0,2.0,36.0,2
3717,Hennur Road,2041.0,3.0,138.0,3
3718,Hennur Road,1100.0,2.0,78.0,3
3719,Hennur Road,1880.0,4.0,154.0,4
3720,Hennur Road,1232.0,2.0,69.61,2
3721,Hennur Road,1748.0,3.0,103.0,3
3722,Hennur Road,1460.0,2.0,80.3,2
3724,Hennur Road,1933.0,3.0,140.0,3
3725,Hennur Road,1030.0,2.0,46.5,2
3726,Hennur Road,1232.0,2.0,69.61,2
3727,Hennur Road,2950.0,4.0,253.0,4
3728,Hennur Road,1450.0,3.0,79.0,3
3729,Hennur Road,1445.0,2.0,89.56,3
3730,Hennur Road,973.0,2.0,50.74,2
3731,Hennur Road,1482.0,2.0,83.73,3
3732,Hennur Road,1305.0,2.0,77.0,3
3734,Hennur Road,1165.0,2.0,67.0,2
3735,Hennur Road,980.0,2.0,51.0,2
3736,Hennur Road,1232.0,2.0,80.0,2
3737,Hennur Road,1085.0,2.0,43.4,2
3738,Hennur Road,950.0,2.0,55.0,2
3739,Hennur Road,1140.0,2.0,56.0,2
3740,Hennur Road,1891.0,3.0,110.0,3
3743,Hennur Road,1165.0,2.0,52.0,2
3744,Hennur Road,1052.0,2.0,34.72,2
3745,Hennur Road,1450.0,2.0,80.0,2
3746,Hennur Road,1155.0,2.0,69.18,2
3747,Hennur Road,1936.0,3.0,131.0,3
3748,Hoodi,985.0,2.0,67.0,2
3750,Hoodi,1196.0,2.0,94.42,2
3753,Hoodi,1425.0,2.0,80.0,2
3754,Hoodi,1420.0,2.0,75.0,2
3755,Hoodi,1639.0,3.0,110.0,3
3757,Hoodi,1639.0,3.0,98.32,3
3763,Hoodi,1026.0,2.0,60.87,2
3764,Hoodi,1050.0,2.0,50.0,2
3765,Hoodi,1837.0,3.0,145.0,3
3766,Hoodi,1400.0,2.0,78.0,2
3767,Hoodi,2400.0,5.0,160.0,5
3769,Hoodi,1850.0,3.0,146.0,3
3770,Hoodi,1196.0,2.0,71.74,2
3771,Hoodi,1430.0,2.0,113.0,2
3773,Hoodi,1220.0,2.0,50.89,2
3774,Hoodi,1105.0,2.0,46.37,2
3775,Hoodi,1247.0,2.0,53.0,2
3776,Hoodi,1500.0,2.0,84.0,2
3777,Hoodi,1132.0,2.0,89.37,2
3778,Hoodi,1055.0,2.0,57.63,2
3779,Hoodi,1925.0,2.0,114.0,3
3780,Hoodi,1112.0,2.0,88.0,2
3781,Hoodi,1400.0,2.0,82.0,2
3783,Hoodi,706.0,1.0,48.24,1
3784,Hoodi,1257.0,2.0,69.0,2
3785,Hoodi,1132.0,2.0,67.9,2
3786,Hoodi,1108.0,2.0,87.0,2
3787,Hoodi,1430.0,2.0,110.0,2
3789,Hoodi,1132.0,2.0,89.0,2
3790,Hoodi,948.0,2.0,75.0,2
3792,Hoodi,1257.0,2.0,71.03,2
3793,Hoodi,1305.0,2.0,75.0,2
3794,Hoodi,1240.0,2.0,43.94,2
3796,Hoodi,1240.0,2.0,65.0,2
3797,Hoodi,1250.0,2.0,98.0,2
3799,Hoodi,1639.0,3.0,129.0,3
3800,Hoodi,1108.0,2.0,74.23,2
3802,Hoodi,1655.0,3.0,131.0,3
3803,Hoodi,1257.0,2.0,68.5,2
3804,Hoodi,1000.0,2.0,48.0,2
3805,Hoodi,1063.0,2.0,61.17,2
3806,Hoodi,1259.0,2.0,69.45,2
3807,Hoodi,1837.0,3.0,142.0,3
3809,Hoodi,1111.0,2.0,49.43,2
3810,Hoodi,711.0,1.0,42.65,1
3812,Hoodi,863.0,1.0,40.55,1
3815,Hoodi,1660.0,3.0,131.0,3
3816,Hoodi,1225.0,2.0,45.0,2
3817,Hoodi,1447.0,3.0,76.0,2
3818,Hoodi,1660.0,3.0,128.0,3
3819,Hoodi,2144.0,3.0,140.0,3
3820,Hoodi,1108.0,2.0,66.46,2
3821,Hoodi,1108.0,2.0,87.48,2
3823,Hoodi,1837.0,3.0,110.0,3
3824,Hoodi,1660.0,3.0,125.0,3
3827,Hoodi,1181.0,2.0,55.0,2
3829,Hoodi,1258.5,2.0,59.135,2
3830,Horamavu Agara,1200.0,2.0,95.0,4
3831,Horamavu Agara,1200.0,2.0,45.0,2
3832,Horamavu Agara,1560.0,3.0,75.0,3
3834,Horamavu Agara,755.0,2.0,37.49,2
3835,Horamavu Agara,982.0,2.0,47.65,2
3836,Horamavu Agara,1650.0,2.0,75.0,3
3837,Horamavu Agara,950.0,2.0,39.0,2
3838,Horamavu Agara,1170.0,2.0,38.0,2
3839,Horamavu Agara,1756.0,3.0,92.0,3
3840,Horamavu Agara,1106.0,2.0,43.09,2
3841,Horamavu Agara,1079.0,2.0,41.0,2
3842,Horamavu Agara,1169.0,2.0,64.0,2
3843,Horamavu Agara,1265.0,2.0,65.0,3
3844,Horamavu Agara,1060.0,2.0,37.0,2
3845,Horamavu Agara,1107.83,2.0,41.51,2
3846,Horamavu Agara,980.0,2.0,38.19,2
3847,Horamavu Agara,1250.0,3.0,65.0,3
3848,Horamavu Agara,1284.0,2.0,75.0,3
3849,Horamavu Agara,1145.0,2.0,41.21,2
3850,Horamavu Agara,1250.0,4.0,100.0,4
3851,Horamavu Agara,2400.0,3.0,80.0,5
3852,Horamavu Agara,1000.0,2.0,46.0,2
3853,Horamavu Agara,760.0,2.0,37.49,2
3854,Horamavu Agara,1150.0,2.0,42.0,2
3856,Horamavu Agara,1623.0,3.0,89.0,3
3857,Horamavu Agara,750.0,2.0,37.49,2
3858,Horamavu Agara,625.0,1.0,27.0,1
3859,Horamavu Agara,1080.0,2.0,38.0,2
3861,Horamavu Agara,1166.0,2.0,37.29,2
3862,Horamavu Agara,994.0,2.0,42.28,2
3863,Horamavu Agara,1107.83,2.0,41.51,2
3864,Horamavu Agara,1220.0,2.0,39.0,2
3865,Horamavu Agara,1213.0,2.0,38.1,2
3867,Horamavu Agara,1090.0,2.0,46.0,2
3868,Horamavu Agara,1400.0,3.0,63.0,3
3869,Horamavu Agara,1557.0,3.0,70.0,3
3870,Horamavu Agara,1058.0,2.0,47.0,2
3873,Horamavu Banaswadi,1460.0,2.0,80.5,2
3874,Horamavu Banaswadi,1156.0,2.0,46.0,2
3875,Horamavu Banaswadi,1180.0,2.0,58.0,2
3876,Horamavu Banaswadi,1307.0,2.0,51.6,2
3877,Horamavu Banaswadi,3800.0,8.0,200.0,6
3878,Horamavu Banaswadi,1357.0,2.0,54.0,2
3879,Horamavu Banaswadi,925.0,2.0,38.0,2
3880,Horamavu Banaswadi,1272.0,2.0,48.0,2
3881,Horamavu Banaswadi,1225.0,2.0,49.5,2
3882,Horamavu Banaswadi,1272.0,2.0,51.5,2
3883,Horamavu Banaswadi,1272.0,2.0,51.5,2
3884,Horamavu Banaswadi,1156.0,2.0,46.9,2
3885,Horamavu Banaswadi,1200.0,2.0,45.0,2
3886,Horamavu Banaswadi,1254.0,2.0,47.0,2
3887,Horamavu Banaswadi,1610.0,3.0,68.0,3
3888,Horamavu Banaswadi,1210.0,2.0,50.0,2
3889,Horamavu Banaswadi,1357.0,2.0,54.0,2
3890,Horamavu Banaswadi,1272.0,2.0,50.0,2
3891,Horamavu Banaswadi,1200.0,2.0,45.0,2
3892,Horamavu Banaswadi,1448.0,4.0,118.0,3
3893,Horamavu Banaswadi,1025.0,2.0,45.0,2
3894,Horamavu Banaswadi,1081.0,2.0,52.0,2
3895,Horamavu Banaswadi,1000.0,2.0,50.0,2
3896,Hormavu,1500.0,2.0,78.0,2
3897,Hormavu,1150.0,2.0,55.0,2
3898,Hormavu,715.0,1.0,46.0,1
3900,Hormavu,1180.0,2.0,50.0,2
3901,Hormavu,1050.0,2.0,77.0,2
3902,Hormavu,1200.0,2.0,67.0,2
3903,Hormavu,1200.0,3.0,70.0,2
3904,Hormavu,1175.0,2.0,52.0,2
3905,Hormavu,1351.0,2.0,53.0,1
3906,Hormavu,1141.0,2.0,44.4,2
3907,Hormavu,1130.0,2.0,42.3,2
3908,Hormavu,4818.0,4.0,390.0,4
3910,Hormavu,1725.0,3.0,85.0,3
3911,Hormavu,1153.0,2.0,65.0,2
3913,Hormavu,1150.0,2.0,53.11,2
3914,Hormavu,1123.0,2.0,56.0,2
3915,Hormavu,1385.0,2.0,69.0,3
3918,Hormavu,1093.0,2.0,32.78,2
3919,Hormavu,1260.0,2.0,35.0,2
3921,Hormavu,1030.0,2.0,49.35,2
3922,Hormavu,1018.0,2.0,50.8,2
3923,Hormavu,1555.0,3.0,75.0,3
3924,Hormavu,1143.0,2.0,53.0,2
3925,Hormavu,1100.0,2.0,38.0,2
3926,Hormavu,750.0,2.0,58.0,2
3927,Hormavu,1000.0,2.0,50.0,2
3928,Hormavu,3500.0,4.0,289.0,4
3929,Hormavu,1350.0,2.0,45.0,2
3930,Hormavu,1200.0,2.0,68.0,2
3932,Hormavu,1200.0,2.0,68.0,2
3933,Hormavu,1600.0,5.0,140.0,5
3934,Hormavu,765.0,2.0,37.49,2
3935,Hormavu,1668.0,2.0,120.0,3
3937,Hormavu,1081.5,2.0,38.665,2
3938,Hormavu,1250.0,2.0,60.0,2
3939,Hormavu,1206.0,2.0,40.0,2
3940,Hormavu,965.0,2.0,37.15,2
3941,Hormavu,583.0,1.0,28.275,1
3942,Hormavu,1129.0,2.0,44.0,2
3943,Hormavu,1385.0,2.0,69.25,3
3944,Hormavu,1165.0,2.0,40.0,2
3945,Hormavu,1065.0,2.0,50.92,2
3946,Hormavu,1046.0,2.0,60.0,2
3947,Hormavu,1400.0,2.0,75.0,2
3948,Hormavu,2400.0,3.0,177.0,3
3949,Hormavu,1365.0,2.0,65.0,3
3950,Hormavu,1196.0,2.0,44.8,2
3951,Hormavu,1263.0,2.0,47.36,2
3952,Hormavu,1015.0,2.0,39.08,2
3954,Hormavu,1200.0,2.0,73.0,2
3955,Hormavu,1250.0,2.0,65.0,2
3957,Hormavu,1075.0,2.0,53.7,2
3958,Hormavu,980.0,2.0,42.0,2
3959,Hormavu,860.0,2.0,56.0,2
3960,Hormavu,1075.0,2.0,53.7,2
3962,Hormavu,1206.0,2.0,55.0,2
3963,Hormavu,1310.0,2.0,67.0,2
3964,Hormavu,1310.0,2.0,60.0,2
3965,Hormavu,1020.0,2.0,45.75,2
3967,Hormavu,1210.0,2.0,69.0,2
3968,Hosa Road,1063.0,2.0,32.0,2
3969,Hosa Road,1652.0,3.0,85.0,3
3970,Hosa Road,1045.0,2.0,98.89,2
3971,Hosa Road,1639.0,3.0,80.0,3
3972,Hosa Road,1161.0,2.0,55.15,2
3973,Hosa Road,1726.0,3.0,81.99,3
3974,Hosa Road,1079.0,2.0,32.37,2
3975,Hosa Road,1063.0,2.0,31.89,2
3976,Hosa Road,1100.0,2.0,37.1,2
3977,Hosa Road,1161.0,2.0,55.15,2
3978,Hosa Road,1430.0,2.0,97.52,2
3979,Hosa Road,1104.0,2.0,36.43,2
3980,Hosa Road,1063.0,2.0,31.9,2
3981,Hosa Road,1365.0,2.0,92.0,2
3982,Hosa Road,1243.0,2.0,48.5,2
3984,Hosa Road,1332.0,2.0,86.12,3
3985,Hosa Road,1665.0,2.0,125.0,3
3986,Hosa Road,615.0,1.0,28.29,1
3987,Hosa Road,1318.0,2.0,85.28,3
3988,Hosa Road,1513.0,3.0,103.0,3
3989,Hosa Road,1133.0,2.0,52.0,2
3990,Hosa Road,1369.1,2.0,104.0,2
3991,Hosa Road,1512.0,3.0,123.0,3
3992,Hosa Road,1016.0,2.0,40.0,2
3993,Hosa Road,972.0,2.0,40.0,2
3994,Hosa Road,1161.0,2.0,55.15,2
3995,Hosa Road,760.0,1.0,24.9,1
3996,Hosa Road,1532.0,3.0,98.13,3
3997,Hosa Road,1525.84,3.0,117.0,3
3998,Hosa Road,1100.0,2.0,85.0,3
3999,Hosa Road,1680.0,3.0,101.0,3
4000,Hosa Road,880.0,2.0,50.0,2
4001,Hosa Road,1533.0,3.0,98.18,3
4002,Hosa Road,1040.0,2.0,68.59,2
4003,Hosa Road,1369.1,2.0,98.0,2
4004,Hosa Road,1040.0,2.0,61.0,2
4006,Hosa Road,1245.0,2.0,62.0,2
4007,Hosa Road,1311.0,2.0,84.86,3
4008,Hosa Road,1063.0,2.0,32.8,2
